transaction_id,customer_id,merchant_id,timestamp,hour,day,weekday,is_weekend,is_night,customer_segment,avg_spend_profile,home_lat,home_lon,past_fraud_history,credit_score,account_age_days,merchant_category,merchant_risk_score,merchant_lat,merchant_lon,transaction_amount,txn_lat,txn_lon,distance_from_home_km,is_foreign,high_risk_country,device_type,channel,is_new_device,vpn_detected,tor_detected,device_id,transaction_velocity_1h,transaction_velocity_24h,transaction_velocity_7d,seconds_since_last_txn,avg_amount_30d,amount_deviation_ratio,merchant_ring_id,shared_device_count,customer_merchant_txn_count,label,fraud_type,financial_loss
TXN00197247,4226,1563,24:54.6,8,118,0,0,0,regular,253.4535475,28.42504073,36.45377333,0,555,3798,food,0.070753143,34.57241771,34.43357789,417.84,31.4307927,37.03607655,338.45,1,0,mobile_ios,online,0,1,0,4cd2e6c5d47b,0,2,32,671626.4215,218.0605224,1.9074,-1,1,2,0,legit,0.0
TXN00020849,1659,1266,33:48.6,12,13,0,0,0,regular,40.88967738,23.11074865,26.62959851,0,582,471,electronics,0.346159643,24.81375223,36.96584359,76.43,20.75083399,27.52504572,277.44,0,0,mobile_android,pos,0,0,0,8eccdf555144,3,5,17,352710.9815,41.19394016,1.8114,-1,0,2,0,legit,0.0
TXN00148803,3180,829,09:17.0,14,89,6,1,0,regular,102.4541273,27.56623567,26.07885412,0,730,2627,luxury,0.286809374,33.63872705,36.17224965,89.2,26.27290034,27.96853683,234.91,0,0,mobile_ios,in_app,0,0,0,e89d2cd2aa4b,0,3,15,150218.2062,91.64470167,0.9628,-1,0,3,0,legit,0.0
TXN00111483,6965,1886,34:50.8,7,67,5,1,0,new,220.5568696,27.10587864,25.24628105,0,599,3935,gambling,0.497965756,22.67727649,36.87564118,246.49,27.89912485,23.03817587,235.28,0,0,tablet_android,in_app,0,0,0,132ebb7496f5,2,4,13,104191.519,257.6081958,0.9531,-1,0,3,0,legit,0.0
TXN00081090,11763,1200,18:04.0,10,49,1,0,0,regular,505.2721502,29.11525026,29.00418538,0,753,3115,retail,0.138687045,31.8485942,34.53479042,495.31,26.18699425,28.43838932,329.63,1,0,unknown,pos,0,0,0,811eaf53d9b9,0,6,18,317492.0382,460.9255494,1.0723,-1,0,1,0,legit,0.0
TXN00174690,5857,1132,17:01.5,23,104,0,0,0,dormant,384.6264668,26.86130347,28.10643939,0,658,2950,electronics,0.31169753,28.90063934,35.83328966,111.85,29.07530626,29.73624525,294.01,0,0,desktop_chrome,pos,0,1,0,0d9b982729aa,1,3,19,1337138.425,384.744449,0.29,-1,1,6,0,legit,0.0
TXN00109479,7670,1253,37:37.0,3,66,4,0,1,regular,58.20695391,26.40900318,36.87817929,0,714,419,grocery,0.139124725,27.97467364,32.36406509,18.09,27.86183904,36.62959942,163.15,0,1,mobile_ios,online,0,0,0,e3b0bc8c80c4,2,3,18,776698.6802,59.62628998,0.2984,-1,0,2,0,legit,0.0
TXN00129088,3047,1372,00:27.5,20,77,1,0,0,new,80.60454227,25.39469022,25.41659313,0,621,2873,travel,0.299057847,24.92822946,30.97568016,94.01,23.68188797,26.33816226,211.39,0,0,mobile_android,online,0,0,0,ac7dde280413,0,7,24,84593.07085,68.29854509,1.3566,-1,0,7,0,legit,0.0
TXN00103150,10444,1108,04:05.1,9,62,0,0,0,regular,518.2766488,23.26730353,28.30236936,0,547,616,electronics,0.277269112,31.39257177,24.06390094,327.52,22.63206653,29.39930194,132.23,0,0,desktop_chrome,pos,0,0,0,f191e71d1efc,1,6,23,455097.5423,427.5327894,0.7643,-1,0,2,0,legit,0.0
TXN00015966,12392,1722,06:53.4,13,10,4,0,0,regular,130.6651362,25.4288752,26.24263199,0,673,2579,food,0.112170825,24.13638737,29.92350661,114.88,27.48515383,22.15747541,468.83,1,0,mobile_ios,online,0,0,0,e547d65512ca,1,5,15,14270.93116,139.1413042,0.8197,-1,2,4,0,legit,0.0
TXN00041243,5841,1468,49:30.2,15,25,5,1,0,dormant,468.6057213,23.65636738,31.56953524,0,605,3062,luxury,0.374013248,24.77866782,29.19229589,459.57,22.77001428,31.63614747,98.62,0,0,tablet_ios,online,0,0,0,065d3689cdeb,0,7,13,66468.72532,516.3714842,0.8883,-1,0,1,0,legit,0.0
TXN00068373,5196,1014,45:22.0,18,41,0,0,0,premium,341.6433198,29.48996985,36.39089258,0,733,373,luxury,0.263208925,30.35649597,28.75471428,599.41,28.17890551,39.29891589,316.42,1,1,mobile_ios,online,1,0,0,dc90ca642e11,0,7,21,537695.5619,371.4158605,1.6095,-1,0,4,0,legit,0.0
TXN00163425,11845,1368,40:43.6,6,98,1,0,0,new,423.7884837,28.48861051,30.59200247,0,695,837,food,0.180573524,28.73017035,33.47583241,106.63,27.69367541,31.39661964,118.1,0,0,desktop_firefox,pos,0,1,0,a8a1e5bf68da,0,5,11,53792.3596,503.0508397,0.2115,-1,0,4,0,legit,0.0
TXN00014373,11206,1442,45:08.7,13,9,3,0,0,new,187.9152826,31.97712482,25.9371478,0,600,791,food,0.092541815,27.45148146,29.59953614,225.54,31.6252046,26.5268956,67.89,0,0,tablet_ios,pos,1,0,0,56074fda5fec,0,4,19,1201905.282,156.8779378,1.4286,-1,0,2,0,legit,0.0
TXN00152013,12912,864,43:49.6,10,91,1,0,0,regular,94.86761573,31.77172164,36.52259302,0,543,2965,electronics,0.206993622,34.36980517,31.28573594,147.59,33.86384537,36.29517169,233.22,0,0,mobile_android,pos,1,0,0,845d463d1785,2,7,26,45800.32464,88.80584295,1.6434,-1,0,1,0,legit,0.0
TXN00187955,8555,1882,03:57.3,20,112,1,0,0,regular,261.9092921,25.965629,26.54932728,1,534,3534,electronics,0.281060831,28.37057819,29.09485751,150.94,23.64948435,24.43070956,332.86,1,0,mobile_ios,pos,0,0,0,99c049e2d6f0,2,4,13,201010.3923,302.1584965,0.4979,-1,0,4,0,legit,0.0
TXN00116076,2214,1157,21:27.1,1,70,1,0,1,regular,252.4658124,30.55239058,30.83683268,0,773,3534,retail,0.195903352,23.33123077,36.2212812,407.24,26.28904823,28.17989711,537.08,1,0,mobile_ios,online,0,0,0,eb0a70fd746d,2,4,11,1111792.039,269.1183482,1.5076,-1,1,4,0,legit,0.0
TXN00046546,8944,1527,56:47.1,18,28,1,0,0,regular,108.8414064,30.16059229,31.3028691,0,655,622,retail,0.136231477,23.14670402,34.22086885,89.84,30.97120935,30.07569659,148.21,0,0,desktop_firefox,pos,0,0,0,4bc27f67bd73,2,7,25,89352.65907,118.7031108,0.7505,2,0,4,0,legit,0.0
TXN00065843,7208,1902,27:50.2,6,40,6,1,0,regular,495.011106,27.4938745,26.59124741,0,608,1055,electronics,0.275329785,22.23404133,33.82477602,815.34,29.44777001,29.63107831,369.63,1,1,mobile_ios,pos,0,0,0,9c936273e343,1,5,21,439871.0506,549.0511905,1.4823,-1,0,3,0,legit,0.0
TXN00140085,4404,755,48:27.8,9,84,1,0,0,new,173.0863142,26.29286123,32.53340576,0,582,154,retail,0.170176378,25.37085702,29.21124849,254.59,23.78840698,31.03541088,315.44,1,0,mobile_ios,online,0,0,0,14fac23102ff,0,2,15,624152.427,204.2683565,1.2403,-1,0,5,0,legit,0.0
TXN00131889,8435,606,22:09.4,12,79,3,0,0,new,178.3785841,23.88451492,25.80506594,0,726,3943,food,0.162288093,30.46980266,31.56446761,279.42,25.7693798,27.10698874,247.45,0,0,mobile_android,in_app,0,0,0,dc9bd10542f1,2,6,18,1020313.458,175.1906166,1.5859,-1,0,3,0,legit,0.0
TXN00134851,9859,1271,10:25.3,6,81,5,1,0,regular,298.4449743,26.63700394,34.1004125,0,698,845,grocery,0.109258585,30.07254212,27.51791446,333.36,25.54806753,36.50028659,267.04,0,0,tablet_android,online,1,0,0,542fcb944d63,0,4,7,982.3917425,290.7050157,1.1428,-1,0,4,0,legit,0.0
TXN00160224,1079,1737,41:42.6,8,96,6,1,0,premium,242.7961805,22.17738741,31.80129286,0,667,636,grocery,0.171552077,28.03693603,27.38985788,146.64,22.30875493,34.54112831,282.0,0,0,desktop_firefox,pos,0,1,0,5f1a5ba6127c,1,2,22,512074.9446,275.0982717,0.5311,2,0,1,0,legit,0.0
TXN00009427,1117,832,43:04.7,14,6,0,0,0,regular,288.0117761,23.07349216,26.26100493,0,730,547,luxury,0.351716286,30.05968186,31.80055049,172.71,23.91742556,24.45029934,207.28,0,0,mobile_ios,online,0,0,0,27314215ef07,3,2,16,30365.81669,332.1835482,0.5184,-1,0,1,0,legit,0.0
TXN00008836,9360,851,55:14.1,5,6,0,0,1,new,118.2117072,25.49099537,27.16924239,0,758,1442,electronics,0.346200478,34.21027206,27.91731701,141.19,22.45161006,25.8045421,364.03,1,1,desktop_chrome,online,0,0,0,31292437f933,2,7,18,285767.9078,107.8787468,1.2968,-1,0,2,0,legit,0.0
TXN00169566,5523,1393,47:23.1,22,101,4,0,0,regular,408.0684116,30.54920575,30.01563857,1,616,3712,crypto,0.526934124,24.10837225,25.87790825,220.17,30.91230084,30.55650727,65.56,0,0,mobile_ios,in_app,0,0,0,772b0b127c1b,1,5,19,99999.0,373.3693496,0.5881,-1,0,5,0,legit,0.0
TXN00058577,12917,1308,29:52.0,22,35,1,0,0,dormant,580.8730028,28.81310941,29.51483482,0,727,1311,luxury,0.270131776,20.06461989,24.48503742,289.64,30.24337772,32.25496028,310.2,1,0,mobile_ios,online,0,0,0,63f2d168e8af,4,2,13,25356.47487,564.6831268,0.512,-1,2,3,0,legit,0.0
TXN00113671,3318,1699,19:17.6,15,68,6,1,0,regular,671.7114568,29.96318956,29.10939851,0,581,908,food,0.086731763,26.99659588,30.54760382,397.96,23.24957996,29.75031474,747.76,1,0,desktop_firefox,online,1,0,0,5086a5b945d2,4,1,20,1169147.017,721.9635831,0.5505,-1,0,3,0,legit,0.0
TXN00105549,12646,1141,20:18.2,19,63,1,0,0,regular,233.0168785,29.42646245,33.54355183,0,788,2935,food,0.123208983,26.13191294,37.33892171,505.23,26.5438371,36.24599229,413.09,1,0,mobile_ios,pos,0,0,0,3a33d0bb270a,1,4,15,99999.0,237.810744,2.1156,-1,0,1,0,legit,0.0
TXN00030436,9892,1837,48:09.4,4,19,6,1,1,dormant,149.5985582,27.02095233,28.72007336,0,758,3932,luxury,0.359288052,30.96581498,30.14224699,180.87,28.43995667,28.11603382,168.45,0,0,mobile_android,pos,0,0,0,26d32bb17484,3,2,17,258048.1697,120.5476258,1.4881,-1,0,2,0,legit,0.0
TXN00193197,6609,582,16:25.7,22,115,4,0,0,regular,273.5595711,26.41617504,36.96092314,1,629,2146,food,0.057199642,28.63388803,27.72183779,283.25,28.09782556,38.48847861,240.63,0,0,mobile_ios,in_app,0,0,0,a9cea0bf43e5,2,5,10,429417.2572,251.0665096,1.1237,-1,2,7,0,legit,0.0
TXN00053856,2566,584,55:00.4,3,33,6,1,1,regular,101.9613151,22.48229267,31.28112923,0,671,3132,food,0.055337803,26.03146727,30.33875914,68.59,21.32498138,31.42755951,129.34,0,0,desktop_chrome,atm,0,0,1,9e70263456a4,1,3,17,155242.433,102.7430108,0.6612,-1,0,6,0,legit,0.0
TXN00112133,10525,1370,12:46.1,17,67,5,1,0,regular,349.8808347,26.65937635,27.56133097,0,596,61,grocery,0.09760037,22.89173572,27.77876399,393.47,25.69221438,24.08635269,361.05,1,0,mobile_android,pos,0,0,0,a585bde86650,1,4,14,862602.4729,323.4921858,1.2126,-1,0,6,0,legit,0.0
TXN00072868,8629,977,40:41.0,11,44,3,0,0,new,400.2918342,22.44732636,28.45634433,0,602,3202,grocery,0.165658822,32.54423048,33.00427332,1234.78,24.7068437,25.5896483,386.52,1,0,mobile_ios,pos,0,0,0,da52eee8875f,1,6,15,99999.0,376.2961922,3.2727,-1,0,0,0,legit,0.0
TXN00109514,3584,1106,05:30.6,4,66,4,0,1,regular,474.7283882,22.69593935,33.51257716,0,684,1693,grocery,0.123172452,32.60133142,35.17710866,740.88,25.45375171,34.27506309,315.92,1,0,tablet_ios,atm,0,0,0,acd40fa1769c,2,2,16,140772.9781,384.473413,1.922,-1,2,4,0,legit,0.0
TXN00188032,6867,1967,14:36.8,21,112,1,0,0,regular,92.06113238,29.05787733,33.52530432,1,655,2798,crypto,0.58625865,25.95701415,29.41564529,132.6,30.4615492,32.96449311,165.04,1,0,mobile_android,in_app,0,0,0,1a380d955237,0,7,32,244805.556,92.64955681,1.4159,-1,0,2,1,identity_theft,132.6
TXN00138289,8147,509,00:03.9,8,83,0,0,0,regular,91.56972242,29.80662778,36.68296734,0,664,352,retail,0.08168418,32.59887087,26.61885236,65.33,29.36478716,37.65576883,105.76,0,0,mobile_android,online,0,0,0,f1896496cc83,1,5,23,104927.1474,96.36387179,0.671,-1,0,2,0,legit,0.0
TXN00027687,10950,1146,19:21.6,14,17,4,0,0,regular,404.5937675,25.46677594,28.98145052,0,553,2632,retail,0.075766536,24.32379437,32.33969242,712.2,24.94211329,28.95966167,58.28,0,0,desktop_chrome,pos,0,0,0,6c4618b6615b,1,5,20,2976938.305,367.6783473,1.9318,-1,1,3,0,legit,0.0
TXN00078313,7412,686,14:11.5,17,47,6,1,0,new,165.1126668,27.53804412,26.30264195,0,431,3063,electronics,0.22724976,33.92133245,26.18188987,178.2,28.91007912,25.96956703,155.78,0,0,mobile_android,online,0,0,0,0658a5e1ace8,1,6,14,323787.6945,168.2720924,1.0527,-1,0,3,0,legit,0.0
TXN00012139,10739,1145,44:25.7,5,8,2,0,1,regular,11.01571287,25.41039506,36.5454005,0,850,1094,retail,0.092379154,23.15553325,31.79158462,16.44,27.39735521,40.33057789,438.94,1,0,unknown,online,0,0,0,113ce9b18c4a,1,8,14,1085682.04,13.13336421,1.1632,-1,2,3,0,legit,0.0
TXN00073825,12253,954,10:15.9,1,45,4,0,1,dormant,202.5838599,23.24435899,33.01620094,0,693,1520,travel,0.295722187,33.16535161,27.54094483,270.23,19.16993981,31.65734412,473.02,1,0,mobile_ios,online,1,0,0,6a58bd949070,1,8,23,14812.26747,190.612933,1.4103,-1,2,5,0,legit,0.0
TXN00096894,5400,1259,25:17.6,17,58,3,0,0,premium,682.0806211,26.13240576,26.7319275,0,670,2390,grocery,0.067766263,31.59795026,25.34006033,361.57,25.64904309,26.10731512,82.18,0,0,tablet_ios,online,0,0,0,86411475426,0,2,15,814536.0683,696.1176835,0.5187,-1,0,3,0,legit,0.0
TXN00071189,4731,1875,16:05.4,11,43,2,0,0,dormant,667.1293075,22.18980515,31.67076648,0,741,251,grocery,0.179619932,33.92857257,25.23471325,411.28,20.27260786,31.99006632,215.32,0,0,mobile_ios,online,0,0,0,0265bda6178c,1,5,15,83600.1141,701.8656216,0.5851,-1,1,4,0,legit,0.0
TXN00082913,9537,1326,31:29.2,11,50,2,0,0,new,192.3110208,24.37498608,28.10288062,0,715,3727,grocery,0.057893051,26.05053292,34.77967784,159.75,25.50771442,24.99489454,338.46,1,0,mobile_ios,in_app,0,0,0,f7be04f6cf0f,0,9,20,332097.2788,196.4485872,0.8091,7,0,3,0,legit,0.0
TXN00197205,2949,759,50:46.3,7,118,0,0,0,regular,65.34970162,23.57751639,35.30544679,0,599,2697,retail,0.198823683,31.91180712,37.44658437,59.64,22.19484205,36.48434775,194.78,0,0,tablet_android,pos,0,0,0,51cc54839fc6,0,2,13,99999.0,62.72350849,0.9359,-1,0,2,0,legit,0.0
TXN00169596,4846,984,05:30.4,23,101,4,0,0,dormant,265.9581441,23.60841735,28.09501382,0,712,2385,travel,0.157491902,22.88642148,25.37700165,362.73,20.69990977,30.19817363,387.28,1,0,desktop_chrome,in_app,0,0,0,3ccd82fa7b9e,1,0,19,11577.86479,223.3388438,1.6169,-1,1,5,0,legit,0.0
TXN00000054,2802,1044,43:58.5,0,1,2,0,1,regular,328.6000209,29.03607828,26.60847226,0,784,2503,travel,0.24308663,22.79139315,33.65443118,240.39,30.68945353,26.61850837,183.53,0,0,mobile_android,pos,0,0,0,6a0bd35b1b98,3,5,19,222543.6219,327.4936988,0.7318,-1,0,4,0,legit,0.0
TXN00099313,6559,1789,31:24.4,3,60,5,1,1,regular,309.4594038,31.24784236,31.92797107,0,559,1034,retail,0.082979757,26.57356338,35.17663576,160.9,26.7952233,31.74665408,494.54,1,0,desktop_chrome,in_app,0,0,0,c201958d3112,1,6,20,972943.3763,261.550887,0.6128,-1,0,6,0,legit,0.0
TXN00176140,3056,1744,06:17.8,20,105,1,0,0,regular,808.7891755,24.52300081,25.99187686,0,551,3494,luxury,0.348539185,21.10900545,36.47854234,1090.24,26.96533039,28.38668784,363.3,1,0,desktop_firefox,pos,0,0,0,fe7b8cd83c1f,2,7,15,46825.99301,950.9130728,1.1453,-1,1,3,0,legit,0.0
TXN00026376,4599,1073,40:22.9,18,16,3,0,0,regular,211.4420506,29.96400666,35.13965052,0,679,3501,food,0.04693846,29.60908645,37.21174605,218.81,26.77385554,33.58735265,384.28,1,0,desktop_chrome,pos,0,1,0,addb52552c09,2,3,17,820752.3196,226.6326567,0.9612,-1,0,3,0,legit,0.0
TXN00134169,12709,1671,25:20.6,20,80,4,0,0,regular,290.3301752,22.12407139,32.4208149,0,754,2940,luxury,0.338779984,27.88127069,33.37937242,250.29,24.97043378,31.39106079,333.22,1,0,mobile_ios,online,0,0,0,8a22d8650cba,0,6,15,343817.3218,275.2401854,0.9061,-1,0,4,0,legit,0.0
TXN00125541,2014,1497,42:10.2,15,75,6,1,0,new,258.6228715,22.59846039,25.52929424,0,563,3009,luxury,0.370587373,31.99410189,29.35428837,174.72,22.13855709,24.35710116,130.52,0,0,desktop_firefox,online,0,0,0,80b884f0ea9c,1,3,26,137469.337,291.5094311,0.5973,-1,0,1,0,legit,0.0
TXN00113420,4941,1484,49:56.5,11,68,6,1,0,new,326.5935943,22.05883688,31.09483919,0,654,2202,gambling,0.595781723,30.06064172,26.5890495,167.1,19.31401029,28.80815902,384.92,1,0,desktop_chrome,online,0,0,0,cc3f39404a27,2,4,14,704272.0949,376.5613247,0.4426,-1,1,2,0,legit,0.0
TXN00089710,6288,739,28:24.2,11,54,6,1,0,premium,83.90863273,26.53326368,34.1727211,0,701,2222,electronics,0.330513296,24.27534398,26.742611,79.24,26.73885775,33.32602869,87.13,0,0,mobile_android,online,0,0,0,68875dd08404,0,3,24,40917.8043,93.0373095,0.8426,-1,0,4,0,legit,0.0
TXN00037089,4622,1006,04:50.6,4,23,3,0,1,regular,93.64628689,25.67196008,32.60736453,0,568,3813,retail,0.182164103,24.86124298,29.33703149,48.52,23.27658723,34.46957113,324.66,1,0,mobile_ios,pos,1,0,0,42a5a2a3c726,3,4,14,97386.79081,76.75743774,0.624,-1,0,5,0,legit,0.0
TXN00128492,4900,1813,06:49.7,11,77,1,0,0,regular,45.40047716,24.96901447,32.56378286,0,649,2896,grocery,0.133174261,33.44237773,27.41606413,34.04,24.73717102,35.20866864,267.38,0,0,desktop_firefox,online,0,0,0,9f0e9da1aae1,1,6,27,945713.0207,47.13915605,0.7071,-1,0,4,0,legit,0.0
TXN00066456,5247,605,06:15.3,15,40,6,1,0,premium,300.2065718,24.90951068,31.81856931,0,709,2664,retail,0.116130189,25.63981313,31.65868859,14.69,26.53178369,32.92864016,211.93,0,0,desktop_firefox,online,0,0,0,099a78e99cd7,14,36,21,1615222.268,251.6542039,0.0581,-1,1,1,1,card_testing,4.41
TXN00088894,11005,932,25:26.3,0,54,6,1,1,new,53.01471582,31.40445801,36.24652165,0,538,1873,electronics,0.308621022,29.94967973,36.07511112,43.62,31.5338964,34.01348787,212.04,0,0,unknown,online,0,0,0,15e9339ba18d,0,3,25,162579.1547,50.42486319,0.8482,-1,1,1,0,legit,0.0
TXN00158240,4805,1053,36:27.8,3,95,5,1,1,dormant,138.6148758,31.24900702,28.69970867,0,690,41,gambling,0.59002992,21.15993183,25.24776859,46.12,31.64776991,27.83356642,93.35,0,0,desktop_chrome,pos,0,0,0,a9e521bf6f5e,1,5,14,1857914.275,147.78803,0.31,-1,0,2,0,legit,0.0
TXN00061765,5472,1318,00:15.3,21,37,3,0,0,regular,1331.502358,23.76498467,36.31500534,0,542,2255,retail,0.125539433,23.83700125,35.98657136,2321.66,20.98739516,36.44823924,308.61,1,0,tablet_ios,online,0,0,0,2bc23d473e95,1,4,27,161061.9883,1557.600952,1.4896,-1,0,3,0,legit,0.0
TXN00103159,11480,1007,13:18.7,9,62,0,0,0,regular,705.0483104,27.23596426,31.58554757,0,537,1112,electronics,0.337070747,33.14031655,28.56137396,851.98,29.58077121,33.56339921,325.34,1,1,mobile_android,pos,0,0,0,2dd193611b62,1,6,16,36771.3661,611.0004744,1.3921,-1,0,2,0,legit,0.0
TXN00095008,12234,1722,02:14.5,15,57,2,0,0,regular,481.1910817,24.94889328,26.67697966,0,713,671,food,0.112170825,24.13638737,29.92350661,736.62,23.89536875,21.91956064,492.87,1,0,desktop_chrome,atm,0,0,0,f3ccb5e490f0,1,4,15,1005567.783,571.4812964,1.2867,-1,0,1,0,legit,0.0
TXN00090333,10448,1682,59:36.1,19,54,6,1,0,regular,304.8459998,29.92608137,26.08044499,0,788,324,retail,0.186413868,20.61421631,31.91620229,167.06,32.61579766,25.14142039,311.93,1,1,mobile_android,online,0,0,0,f76014aa2a8b,1,7,19,1339131.746,250.4707128,0.6643,-1,1,5,0,legit,0.0
TXN00015025,1053,746,32:35.3,23,9,3,0,0,new,208.6488558,24.01792796,26.24748888,0,561,79,food,0.08722683,30.79957497,32.88366255,146.02,24.69019213,24.39231644,202.36,0,0,tablet_ios,pos,0,0,0,d4fd923ed8e1,0,5,19,159999.3552,213.1400259,0.6819,-1,2,3,0,legit,0.0
TXN00019405,4807,1332,21:21.5,15,12,6,1,0,regular,339.4407177,24.20375182,29.01179083,0,724,2228,retail,0.177626233,24.73593698,37.0357718,616.46,29.42971762,32.35978943,671.85,1,1,mobile_android,pos,0,0,0,b8154b1e27c8,1,3,17,1409763.942,318.6623945,1.9285,-1,0,2,0,legit,0.0
TXN00002739,5284,986,43:49.5,14,2,3,0,0,regular,155.0121593,23.84431902,28.600296,0,666,659,retail,0.183003391,30.92984322,32.33301472,126.67,22.90997999,26.9028359,201.14,0,0,desktop_firefox,online,0,0,0,11bbc1097c22,2,2,14,61136.97736,173.0763455,0.7277,-1,1,1,0,legit,0.0
TXN00076917,12300,1891,32:56.6,21,46,5,1,0,regular,218.98417,24.24781635,33.87108594,0,666,1056,food,0.183832784,25.29227447,32.21207853,355.85,20.55388327,34.74384234,419.43,1,0,desktop_chrome,pos,0,0,0,c225d0c80c92,0,6,20,1184224.098,208.4109605,1.6993,-1,0,4,0,legit,0.0
TXN00096133,5102,1368,48:02.5,6,58,3,0,0,regular,72.30454594,25.16792502,30.02256002,0,773,2370,food,0.180573524,28.73017035,33.47583241,48.08,25.54051157,30.54402769,66.74,0,0,mobile_ios,atm,0,0,0,1614f0e26080,0,3,12,1626376.322,78.97624139,0.6012,-1,0,9,0,legit,0.0
TXN00166406,10823,878,05:06.5,2,100,3,0,1,regular,118.7325889,26.88520522,34.59040838,0,651,3168,electronics,0.255942404,24.82656939,29.18936994,87.96,26.73653282,33.74361514,85.44,0,0,desktop_chrome,online,0,0,0,200c02aaf0af,1,3,19,1498571.191,105.6013509,0.8251,-1,1,2,0,legit,0.0
TXN00126873,4517,1501,14:41.4,10,76,0,0,0,regular,222.0007705,30.59761603,33.48350259,0,741,726,food,0.160437736,27.52781217,28.47306923,273.05,32.15056253,37.29730856,403.1,1,0,desktop_firefox,pos,0,0,0,d2124d0a9762,0,5,20,99999.0,223.0464841,1.2187,-1,0,1,0,legit,0.0
TXN00036925,1028,1574,32:52.6,1,23,3,0,1,regular,495.1102325,24.00701542,31.1813854,0,703,1989,food,0.092512528,21.85806938,30.3603316,207.54,23.93992482,32.4637582,130.24,0,0,desktop_chrome,online,0,0,0,c3767040f7c5,1,5,17,3265425.463,466.9858722,0.4435,-1,0,0,0,legit,0.0
